# Client packets: rev236
# count: 101
# named: 101
# client_table_size: 101
# columns: id\tname\tlength\twrite_count\tfields
# field_format: writeType[byteEncodings](obfuscatedMethodName)
83	MESSAGE_PUBLIC	-1	2	W1[v](bz),W1[v](bz)
84	OPWORLDENTITYT	11	5	W2[a 128,r 8](dw),W1[s 0](dz),W2[v,r 8](dj),W2[v,r 8](dj),W4[v,r 16,r 24,r 8](em)
85	BUG_REPORT	-2	4	W2[r 8,v](bh),W1[v](bz),W1[strn](bz),W1[strn](bz)
86	MESSAGE_PRIVATE	-2	3	W2[r 8,v](bh),W1[strn](bz),W2[r 8,v](cy)
87	OPOBJ1	7	4	W1[a 128](dv),W2[a 128,r 8](dw),W2[v,r 8](dj),W2[r 8,v](bh)
88	RESUME_P_STRINGDIALOG	-1	2	W1[v](bz),W1[strn](bz)
89	SET_HEADING	1	1	W1[v](bz)
90	OPOBJ4	7	4	W1[a 128](dv),W2[a 128,r 8](dw),W2[a 128,r 8](dw),W2[r 8,v](bh)
91	IF_BUTTONX	9	4	W4[r 24,r 16,v,r 8](bv),W2[r 8,v](bh),W2[r 8,v](bh),W1[v](bz)
92	SEND_PING_REPLY	10	4	W1[v](bz),W4[r 24,r 16,v,r 8](bv),W4[r 8,r 24,r 16,v](ef),W1[a 128](dv)
93	OPPLAYER6	3	2	W2[a 128,r 8](dw),W1[a 128](dv)
94	OPNPC3	3	2	W1[s 0](dz),W2[v,r 8](dj)
95	EXIT_FREECAM	0	0	-
96	IF_CRMVIEW_OP	22	6	W2[r 8,a 128](dp),W4[r 16,v,r 24,r 8](ee),W4[r 8,r 24,r 16,v](ef),W4[v,r 16,r 24,r 8](em),W4[r 16,v,r 24,r 8](ee),W4[r 24,r 16,v,r 8](bv)
97	SET_CHATFILTERSETTINGS	3	3	W1[v](bz),W1[v](bz),W1[v](bz)
98	MOVE_GAMECLICK	-1	4	W1[v](bz),W2[a 128,r 8](dw),W1[v](bz),W2[r 8,a 128](dp)
99	OPPLAYERU	11	5	W4[r 24,r 16,v,r 8](bv),W2[r 8,v](bh),W2[r 8,v](bh),W2[r 8,v](bh),W1[s 0](dz)
100	MOVE_MINIMAPCLICK	-1	5	W1[v](bz),W2[a 128,r 8](dw),W1[v](bz),W2[r 8,a 128](dp),W1[v](bz)
